suite_id	arm_id	run_label	task_id	attempt_index	trial_id	quality_flag	reward	exception_type	exception_summary	runtime_seconds	input_tokens	output_tokens	cost_usd	missing_cost	validity_status	invalid_reason	artifact_count	artifact_types_present	has_result	has_exception	has_agent_transcript	has_trajectory	has_trial_log	has_verifier_stdout	has_verifier_ctrf	has_verifier_reward	first_artifact_dashboard_path	trial_dashboard_path
phase3-full-20	router-anthropic-opus	router-anthropic-opus/2026-07-01__12-15-57	terminal-bench-2.0:llm-inference-batching-scheduler	20	a5273c02-4085-4c4d-9e21-b737314c8758	exception	0	exception_info		1837.694835	2006277	132378		true	valid		9	agent_transcript,config,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	true	true	true	true	true	true	true	/artifacts/8c1dc0b2-17a0-4c38-a651-ccd4473f81ee	/trials/a5273c02-4085-4c4d-9e21-b737314c8758
phase3-full-20	router-anthropic-opus	router-anthropic-opus/2026-07-01__12-15-57	terminal-bench-2.0:polyglot-rust-c	44	d95ad1e2-a5b8-4c3a-b7cf-47f03706aa34	exception	0	exception_info		950.039573	0	0		true	valid		9	agent_transcript,config,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	true	true	true	true	true	true	true	/artifacts/d091c7ff-50ec-465f-8071-565651fbd1c5	/trials/d95ad1e2-a5b8-4c3a-b7cf-47f03706aa34
phase3-full-20	router-anthropic-opus	router-anthropic-opus/2026-07-01__12-15-57	terminal-bench-2.0:polyglot-rust-c	45	86b56249-1b4c-4c2e-a44f-a206fe71041a	exception	0	exception_info		949.095377	0	0		true	valid		9	agent_transcript,config,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	true	true	true	true	true	true	true	/artifacts/72356df2-3ea7-42a6-be68-0498540fd9d6	/trials/86b56249-1b4c-4c2e-a44f-a206fe71041a
phase3-full-20	router-anthropic-opus	router-anthropic-opus/2026-07-01__12-15-57	terminal-bench-2.0:query-optimize	49	c8e2ab43-fa99-48e1-a5dd-9d49b2006cf5	exception		exception_info		2732.873817	296312	4101		true	valid		7	agent_transcript,config,exception,log,result,trajectory,verifier_stdout	true	true	true	true	true	true	false	false	/artifacts/f3fc81d2-8c53-4340-978b-b202818d091a	/trials/c8e2ab43-fa99-48e1-a5dd-9d49b2006cf5
phase3-full-20	router-anthropic-opus	router-anthropic-opus/2026-07-01__12-15-57	terminal-bench-2.0:query-optimize	50	dd4c9fae-2693-4c23-88b1-9d52420c2180	exception		exception_info		2732.864937	153852	5045		true	valid		7	agent_transcript,config,exception,log,result,trajectory,verifier_stdout	true	true	true	true	true	true	false	false	/artifacts/431da1ab-9fe7-4ed0-b2ac-1fdc2990619d	/trials/dd4c9fae-2693-4c23-88b1-9d52420c2180
phase3-full-20	router-anthropic-opus	router-anthropic-opus/2026-07-01__12-15-57	terminal-bench-2.0:query-optimize	51	5cc05b69-2eca-4cb0-8991-074f52f93ebf	exception		exception_info		2733.358968	357611	11752		true	valid		9	agent_transcript,config,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	true	true	true	true	true	true	true	/artifacts/f56ecc8d-78e6-41ce-b084-c7d2936d5b82	/trials/5cc05b69-2eca-4cb0-8991-074f52f93ebf
phase3-full-20	router-anthropic-opus	router-anthropic-opus/2026-07-01__12-15-57	terminal-bench-2.0:schemelike-metacircular-eval	53	462871b4-abdc-4159-acba-a0cdae0aace6	exception	0	exception_info		2666.879696	802942	72033		true	valid		9	agent_transcript,config,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	true	true	true	true	true	true	true	/artifacts/a4fe8561-b3e2-499b-9c08-c111f8732690	/trials/462871b4-abdc-4159-acba-a0cdae0aace6
phase3-full-20	router-anthropic-sonnet	router-anthropic-sonnet/2026-06-27__01-30-11	terminal-bench-2.0:build-cython-ext	2	59cca28a-0e79-4751-9ca4-70b50464bd95	exception	0	exception_info		53.287347				true	valid		9	agent_transcript,config,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	true	true	true	true	true	true	true	/artifacts/fbbaee5a-ba01-455c-a790-863e107b5c3b	/trials/59cca28a-0e79-4751-9ca4-70b50464bd95
phase3-full-20	router-anthropic-sonnet	router-anthropic-sonnet/2026-06-27__01-30-11	terminal-bench-2.0:cancel-async-tasks	4	a5947f0d-a1be-41c4-a9d8-b6abca025459	exception	0	exception_info		46.951873				true	valid		9	agent_transcript,config,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	true	true	true	true	true	true	true	/artifacts/5bde3ef4-e357-46ba-8baf-25ae07b706fe	/trials/a5947f0d-a1be-41c4-a9d8-b6abca025459
phase3-full-20	router-anthropic-sonnet	router-anthropic-sonnet/2026-06-27__01-30-11	terminal-bench-2.0:configure-git-webserver	9	f13d0edb-1527-4f80-88cb-f2159a4c52fb	exception	0	exception_info		50.848638				true	valid		9	agent_transcript,config,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	true	true	true	true	true	true	true	/artifacts/0d269f64-7c42-4b8a-8939-af0f5fb0156c	/trials/f13d0edb-1527-4f80-88cb-f2159a4c52fb
phase3-full-20	router-anthropic-sonnet	router-anthropic-sonnet/2026-06-27__01-30-11	terminal-bench-2.0:custom-memory-heap-crash	10	a85084ab-e5ac-4c72-97ab-585cb017898e	exception	0	exception_info		1932.573769	5469444	103309		true	valid		9	agent_transcript,config,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	true	true	true	true	true	true	true	/artifacts/513e1781-9416-496e-a4b3-2f4f1acbbd62	/trials/a85084ab-e5ac-4c72-97ab-585cb017898e
phase3-full-20	router-anthropic-sonnet	router-anthropic-sonnet/2026-06-27__01-30-11	terminal-bench-2.0:custom-memory-heap-crash	11	4510bdd1-6576-4837-ba14-7adc08600271	exception	0	exception_info		1397.117233	877832	78736	2.84082075	false	valid		9	agent_transcript,config,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	true	true	true	true	true	true	true	/artifacts/a38092c0-a94d-4de0-8050-9fb83996b853	/trials/4510bdd1-6576-4837-ba14-7adc08600271
phase3-full-20	router-anthropic-sonnet	router-anthropic-sonnet/2026-06-27__01-30-11	terminal-bench-2.0:fix-code-vulnerability	14	cb4c8c9a-16ab-44a6-bd63-801534e39ee4	exception	0	exception_info		50.966959				true	valid		9	agent_transcript,config,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	true	true	true	true	true	true	true	/artifacts/356633cf-9376-4f7a-bdda-1ce268568f9f	/trials/cb4c8c9a-16ab-44a6-bd63-801534e39ee4
phase3-full-20	router-anthropic-sonnet	router-anthropic-sonnet/2026-06-27__01-30-11	terminal-bench-2.0:git-leak-recovery	18	dcbfa760-779e-465b-a552-9b3dab102517	exception	0	exception_info		50.329828				true	valid		9	agent_transcript,config,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	true	true	true	true	true	true	true	/artifacts/d6706e32-e698-4ca5-b568-dae07428d5bc	/trials/dcbfa760-779e-465b-a552-9b3dab102517
phase3-full-20	router-anthropic-sonnet	router-anthropic-sonnet/2026-06-27__01-30-11	terminal-bench-2.0:llm-inference-batching-scheduler	21	1183c317-4ff8-4bfb-ba87-9fe7524c0203	exception	0	exception_info		1842.422831	260316	108669		true	valid		9	agent_transcript,config,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	true	true	true	true	true	true	true	/artifacts/eccce5a9-1a15-47b5-81d4-c7b6943380f3	/trials/1183c317-4ff8-4bfb-ba87-9fe7524c0203
phase3-full-20	router-anthropic-sonnet	router-anthropic-sonnet/2026-06-27__01-30-11	terminal-bench-2.0:model-extraction-relu-logits	22	10998537-5bc0-4749-9299-48d16ef26f88	exception	0	exception_info		46.554822				true	valid		9	agent_transcript,config,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	true	true	true	true	true	true	true	/artifacts/036daad0-6b91-4880-a7b4-c36bc9fc37c9	/trials/10998537-5bc0-4749-9299-48d16ef26f88
phase3-full-20	router-anthropic-sonnet	router-anthropic-sonnet/2026-06-27__01-30-11	terminal-bench-2.0:model-extraction-relu-logits	23	4f35a1b9-b99b-43a2-a02a-7acfb4b8698e	exception	0	exception_info		945.050534	28361	26140		true	valid		9	agent_transcript,config,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	true	true	true	true	true	true	true	/artifacts/438f618f-7560-4ad6-abe3-cef5ec49ac03	/trials/4f35a1b9-b99b-43a2-a02a-7acfb4b8698e
phase3-full-20	router-anthropic-sonnet	router-anthropic-sonnet/2026-06-27__01-30-11	terminal-bench-2.0:model-extraction-relu-logits	24	791fda56-7e7a-4c4d-9a6c-51f1565bdf2e	exception	0	exception_info		1030.979838	88483	56078		true	valid		9	agent_transcript,config,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	true	true	true	true	true	true	true	/artifacts/7295acb4-001d-4b6b-9813-7c424442905d	/trials/791fda56-7e7a-4c4d-9a6c-51f1565bdf2e
phase3-full-20	router-anthropic-sonnet	router-anthropic-sonnet/2026-06-27__01-30-11	terminal-bench-2.0:multi-source-data-merger	31	e48c8bfc-4ab8-4794-8961-61c193efde01	exception	0	exception_info		57.953895				true	valid		9	agent_transcript,config,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	true	true	true	true	true	true	true	/artifacts/f3a4ebed-3e27-46f6-bafe-a2a516290775	/trials/e48c8bfc-4ab8-4794-8961-61c193efde01
